Gender,Manager Level,Title,Age,Education Degree,Confident,Capable,Efficient,Intelligent,Friendly,Trustworthy,Warm,Sincere,Jealous,Envious,Admiring,Proud,Inspired,Angry,Disgusted,Hateful,Frustrated,Ashamed,Pity,Sympathy
Female,Level,Vice-president,42,MBA,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Agree,Neutral
Male,Middle,C-Level,48,MBA,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Disagree,Agree,Strongly Disagree,Agree
Male,Middle,Vice-president,48,Bachelor,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Neutral
Male,Level,Supervisor,59,MBA,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Agree,Neutral,Strongly Disagree
Female,Middle,Vice-president,59,PhD,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Disagree
Male,Top,Organizational Manager,39,MBA,Neutral,Neutral,Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Neutral,Neutral,Disagree,Agree,Strongly Agree,Neutral,Neutral
Male,Level,Board Member,48,PhD,Neutral,Strongly Agree,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree
Male,Top,Vice-president,51,MBA,Strongly Agree,Agree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Agree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Neutral,Agree,Strongly Agree
Female,Middle,Supervisor,57,MBA,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Disagree,Agree
Male,Top,Board Member,38,MBA,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Disagree,Agree,Neutral,Neutral,Agree,Agree,Strongly Disagree
Male,Top,Assistant Manager,54,PhD,Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Neutral,Neutral,Strongly Disagree,Agree
Female,Middle,Board Member,47,MBA,Agree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Agree,Agree,Strongly Agree,Disagree
Female,Middle,Assistant Manager,49,Bachelor,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Strongly Agree,Neutral,Disagree,Agree,Disagree
Male,Top,C-Level,38,Master,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree
Male,Middle,C-Level,38,MBA,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral
Female,Top,Vice-president,46,MBA,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Disagree
Female,Level,C-Level,51,Bachelor,Neutral,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Agree,Strongly Agree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree
Male,Level,President,51,Bachelor,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Neutral,Disagree,Disagree,Strongly Disagree,Disagree
Male,Top,Supervisor,44,Bachelor,Neutral,Neutral,Strongly Disagree,Agree,Disagree,Disagree,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Neutral,Disagree,Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree
Male,Middle,Assistant Manager,39,MBA,Neutral,Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Agree,Strongly Disagree,Neutral
Female,Level,Supervisor,43,MBA,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree
Female,Top,Vice-president,53,MBA,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree
Male,Middle,Board Member,47,Bachelor,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree
Female,Top,President,52,MBA,Neutral,Disagree,Strongly Agree,Disagree,Disagree,Neutral,Neutral,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Strongly Agree,Neutral,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Disagree
Female,Top,Supervisor,57,MBA,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree
Male,Level,Board Member,57,MBA,Strongly Agree,Neutral,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Agree
Male,Top,President,50,Master,Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree
Male,Level,Vice-president,48,PhD,Strongly Agree,Disagree,Strongly Agree,Disagree,Neutral,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Neutral,Agree
Female,Middle,Supervisor,41,Bachelor,Strongly Agree,Neutral,Neutral,Neutral,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Neutral,Agree,Strongly Disagree,Neutral,Neutral,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree
Female,Middle,President,45,Bachelor,Strongly Agree,Neutral,Disagree,Strongly Disagree,Neutral,Neutral,Agree,Disagree,Neutral,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Disagree,Agree,Neutral
Male,Middle,Assistant Manager,53,MBA,Disagree,Agree,Neutral,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Disagree
Female,Top,President,57,Bachelor,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Agree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree
Female,Level,Supervisor,55,PhD,Disagree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Neutral,Strongly Disagree
Male,Top,Assistant Manager,49,MBA,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral
Female,Level,President,39,MBA,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Agree,Neutral,Disagree,Disagree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Strongly Disagree
Female,Middle,C-Level,55,Master,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Neutral
Male,Top,C-Level,53,MBA,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Disagree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree
Female,Middle,Board Member,45,Bachelor,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree
Male,Level,Board Member,48,Bachelor,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree
Female,Top,Board Member,55,PhD,Strongly Agree,Strongly Disagree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Neutral,Agree,Strongly Agree,Strongly Disagree
Female,Level,Board Member,39,MBA,Agree,Disagree,Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Agree
Male,Level,Supervisor,48,MBA,Neutral,Strongly Agree,Agree,Agree,Neutral,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Neutral,Strongly Agree,Neutral,Disagree
Male,Middle,Vice-president,46,PhD,Neutral,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree
Male,Middle,Organizational Manager,38,Bachelor,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Neutral,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Neutral,Strongly Agree,Disagree,Strongly Agree
Female,Level,Supervisor,43,PhD,Agree,Agree,Agree,Agree,Neutral,Strongly Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Agree,Disagree,Agree,Neutral
Male,Middle,Board Member,54,MBA,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree
Male,Level,President,45,PhD,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Disagree
Male,Top,C-Level,42,Master,Strongly Disagree,Agree,Strongly Disagree,Neutral,Neutral,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree
Male,Level,Organizational Manager,53,Bachelor,Neutral,Strongly Disagree,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Agree,Agree
Female,Level,C-Level,58,MBA,Neutral,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Strongly Agree,Neutral,Disagree,Disagree,Agree,Agree,Strongly Agree,Disagree
Male,Top,Organizational Manager,44,Master,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Agree,Neutral,Agree,Agree
Female,Top,Supervisor,56,Master,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree
Female,Middle,President,42,MBA,Disagree,Neutral,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree
Female,Middle,Supervisor,49,Master,Neutral,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree
Male,Top,Organizational Manager,38,Bachelor,Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Agree,Agree
Female,Level,C-Level,48,PhD,Agree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Agree
Female,Middle,Supervisor,46,PhD,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree
Female,Middle,C-Level,46,Master,Disagree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Neutral,Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree
Male,Top,Vice-president,58,Bachelor,Disagree,Strongly Agree,Agree,Disagree,Agree,Disagree,Neutral,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Neutral,Strongly Agree,Disagree,Disagree,Strongly Agree
Female,Middle,Assistant Manager,55,Bachelor,Neutral,Neutral,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Neutral
Male,Middle,President,50,Master,Neutral,Neutral,Strongly Disagree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Neutral
Male,Level,Supervisor,46,Bachelor,Neutral,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Disagree,Neutral
Male,Middle,Organizational Manager,44,MBA,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Disagree
Female,Top,Vice-president,56,Master,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Disagree,Agree,Neutral,Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Neutral
Male,Middle,Board Member,57,Master,Neutral,Neutral,Disagree,Neutral,Strongly Disagree,Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree
Female,Top,Vice-president,59,Master,Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Disagree,Agree,Agree
Female,Top,C-Level,53,Master,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Neutral,Strongly Agree,Disagree
Male,Middle,Organizational Manager,42,Bachelor,Neutral,Disagree,Neutral,Strongly Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,Disagree,Disagree
Male,Middle,Supervisor,56,Master,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,Agree,Disagree
Male,Level,Board Member,52,Bachelor,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Neutral,Disagree
Female,Middle,Board Member,50,MBA,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Agree
Male,Middle,President,49,Master,Agree,Neutral,Agree,Strongly Agree,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral
Female,Level,Organizational Manager,38,PhD,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral
Female,Level,President,40,PhD,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral
Male,Middle,Assistant Manager,56,Bachelor,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree
Male,Top,Assistant Manager,42,MBA,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Neutral,Disagree
Female,Level,President,52,Master,Strongly Disagree,Strongly Disagree,Neutral,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Disagree,Agree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral
Male,Level,Board Member,56,MBA,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Strongly Agree
